Speaker,Dialogue,Eng_Translation,Start_Time,End_Time,Sarcasm_Label,Audio_Clip,,,end_time
"Animesh,
Minister","Ekdin apni sommelon koriye nitei paren kintu samne
panchayat election, lojja hoye jabe kintu,
Keno?","Yes you can. But Panchayat Elections ahead. What 
about it? You will get embarassed,
Why?",0:29:47,0:29:43,0,Audio00403.mpeg,,,
"Animesh,
Minister","Apni bachhader school bondho korechen, eita niye 
grame ekta birat issue hoye geche. Are khoj khobor 
rakhun. Apnar oi bhaitake diye kissu hobe na,
Haa, mane...","You've closed down the school! That's become a huge 
issue in the village.Do you keep any news? Your stupid 
brother is useless.,
Yes but....",0:29:41,0:29:34,0,Audio00404.mpeg,,,
"Animesh,
Minister,
Animesh,
Minister","Apni boroncho, amar barite maal pathaben, ami apnar
barite khobor pathabo,
Haa se thikache, kintu ajke ki korbo?,
Sommelonta bondho rakhte hobe,
Haa, thikache kintu eta..."," Rather, get me alcohol I'll get you the news,
Sure. But what about today?,
Stop the Meet at once.,
Fine. But...",0:29:34,0:29:25,0,Audio00405.mpeg,,,
Animesh,"Shunun, sommelon barbar, vote kintu ekbar","Listen, Meets keep happening.Vote only comes once.",0:29:24,0:29:21,0,Audio00406.mpeg,,,
Minister,"Botei to, soran na din, ajker moto meeting bondho, jan
bari jan, apnarao jan","Definitely! Remove it. No, give me! Meet is over for 
today. Please go home all of you.",0:29:21,0:29:16,0,Audio00407.mpeg,,,
"Prashanto,
Animesh,
Prashanto","Dada sob bondho hoye jachhe?, Thik korechilen?
Thikache? ","Dada, why's it stopping?, Fixed the hair?, 
Alright now?",0:29:16,0:29:11,0,Audio00408.mpeg,,,
Animesh,"Apnake dekhei amar kemon jeno monehoy, age 
bhabtam bhul korchi, kintu ekhon to dekhchi na thik e
korchi. Apnar dadak ja bolar boe diyechi, bujhe neben.
Apni ekai aapnar dadar.. jonno jotheshto","I thought I was mistaken. But now I am sure. Explained 
to your Dada. Ask him.. You're alone enough to destroy 
him!",0:29:11,0:29:01,0,Audio00409.mpeg,,,
"Prashanto,
Minister","Ei na, chii chii chii chii...,
Ei prashanto, chol... thank you","Hey no ew ew ew...,
Come Proshanto. Thank you.",0:29:01,0:28:59,0,Audio00410.mpeg,,,
"Animesh,
Binod Sir","Always at your service, hello hello 1 2 3 4 ajker moto
matobbori bondho
ei to dadu, jan class koran,
Thank you","Always at your service. Hello everyone! Hooliganism is 
over for today. 
 Here you are! Grandpa... Go take your class now.,
Thank You",0:28:59,0:28:43,0,Audio00411.mpeg,,,
Animesh,"Daran daran, eishob physics chemistry baad diye,
bachha bachha chele meye guloke ektu buddhi diye
kotha bolte sekhan na, Robi Thakur likhe gechen na, 
'Where the mind is without tear'","Wait. Why physics-chemistry? Teach them to stand up 
for themselves.Rabindranath wrote 'Where the mind is 
without tear'",0:28:42,0:28:34,1,Audio00412.mpeg,,,
"Binod Sir,
Animesh,
Binod Sir","Fear, Ami Tiya namok meyetar kotha bolchi, choli...,
Kothay chollen?","Fear, I'm talking about the girl, Tiya., Where to?",0:28:32,0:28:28,0,Audio00413.mpeg,,,
Animesh,"Jamakapor istiri korte hobe, sondhebelay mochhob 
ache edere, sokale tonic diyechi raate giye ektu khushi 
kore debo, kolkata theke ashbe nachiye, ami kheye 
deye nebo ektu achiye","To iron my clothes. Party at night. They've invited. Bad 
cop in the morning. Good cop at night. The dancer's 
from Kolkata.I'll get some nice dinner!",0:28:27,0:28:17,1,Audio00414.mpeg,,,
"Prashanto,
Minister","Dada, dada kya engine enechish, ki body...,
Chumki!","Fantastic! Laying out all that she has...,
Chumki!",0:24:14,0:24:08,1,Audio00415.mpeg,,,
"Prashanto,
Minister","Full dhumki  ekdom, ei k re?,
K re? Ei Chumki ache garite, ei?","Full threat, absolutely,hey?,
Hey? Is Chumki in the car?",0:24:08,0:24:01,0,Audio00416.mpeg,,,
"Prashanto,
Animesh,
Prashanto ","Jaben naki?, Kothay? Ghate na morge..,
Sorge, bagan barite tattu ghora chorte tog bog tog bog.","Want to come?, Where to? The graveyard?, 
To heaven! We'll go galloping in our farm house!",0:23:59,0:23:52,1,Audio00417.mpeg,,,
"Animesh,
Minister,
Prashanto ","Hooyy..., Ki bollo?, Ami bari jabo","Hooyy...., What did he mean?, I want to go home",0:23:48,0:23:41,0,Audio00418.mpeg,,,
Minister,"Ha chol, bhai sorkari gari jabo bagan bari Chumki...","Brother. Government's car's going to the farm house! 
With Chumki!",0:23:41,0:23:35,0,Audio00419.mpeg,,,
"Prashanto's 
Friend,
Other Friends","Dada, tumi samne bosho ami... ei, ei gari ta niye ay,
Thikache ","dada, you sit at the front, hey get the car,
ok",0:23:34,0:23:25,0,Audio00420.mpeg,,,
Animesh,Baba eitukute eto? ,oh my this much in this?,0:23:09,0:23:07,0,Audio00421.mpeg,,,
"1 Police, 
2 Police,
1 Police ","Ja na, 
Tui ja na, 
Tui ja na, achha tui ja","Go now,
You go,
You go, fine you go",0:22:38,0:23:35,0,Audio00422.mpeg,,,
"3 Police,
Rest Two","Achha shon, in pin septipin kori, in pin sep.. chol tin jon 
e jai.., Ha, chol","ok listen, lets toss,let's go all three, Yes lets go",0:22:34,0:22:29,0,Audio00423.mpeg,,,
"1 Police,
Animesh,
1 Police","Sir, sir, oi ignition ta on kortei ure geche,
Forensic e pathiyechen?, 
Pathiye diyechi sir, din pachek lagbe report ta aste","Sir, it blew up as soon as the ignition was switched on.
Sent to the Forensic?,
Yes, report will come in 5 days.",0:22:27,0:22:20,0,Audio00424.mpeg,,,
"3 Police,
Animesh,
3 Police ","Sir ei circuit tao paowa geche sir,
Kothay chilo?,
Oi, clutch screwer niche chilo","Found this circuit too sir.,
Where was it?,
Under the clutch-screw sir.",0:22:19,0:22:15,0,Audio00425.mpeg,,,
Animesh,"Hydraulic e circuit ta lagano chilo, ignition e na, clutch
tipe ignition on hoye circuit off, arekta en nischoy
gier box e chilo","The circuit was attached to the hydraulic. The ignition 
was... No.Circuit gets switched on if ignition is switched 
on with the clutch. Other end was in the gear box?",0:22:11,0:22:02,0,Audio00426.mpeg,,,
"3 Police,
Animesh","Ha sir,
Erokom circuit ekhane paowa jaye?","Yes sir,
Are these circuits sold here?",0:22:01,0:21:58,0,Audio00427.mpeg,,,
2 Police,"Na sir, etoboro electric er dokan ei tollate nei","No sir. No such electric shop in this area that could 
sell it.",0:21:58,0:21:55,0,Audio00428.mpeg,,,
1 Police ,"Amader onchole gari orano ei prothom sir, oboshyo
tar ekta karon o aa....","First ever car blown up in our area, sir. Though, a 
reason could be...",0:21:54,0:21:48,0,Audio00429.mpeg,,,
"Animesh,
2 Police ","Ki karon?,
Ki koron?","What reason?,
What reason?",0:21:45,0:21:44,0,Audio00430.mpeg,,,
3 Police ,"Ashole sir, oi Barun Biswas er jagoron moncho ta 
Binod babu ra abar chalu korechen songe sir ei Arun, 
Durga rao ache. Ar sir jebhabe baire theke lokjon 
asche, okhan theke jodi du ek pice maowadi beriye
pore, tahole to jolbhaat sir","Mr. Binod has restartedthe Platform of Awakening. 
Arun, DurgaThey are there too.The way outsides are 
comingin, if only one of them's a Maoist... then it is 
done sir!",0:21:43,0:21:31,0,Audio00431.mpeg,,,
"Prashanto,
Minister","Oi sala, oi mere...,
Ei k re, Dada...","Hey you! What the hell..,
dada its you",0:21:12,0:21:06,0,Audio00432.mpeg,,,
"Animesh,
Minister,
Animesh","Are apni, are baba songe ei athalli tao ache,
Ei rastay boshe, ki korchen?,
Rod poyachhi...","Great! The half ticket s there too!,
what are u doing on this road,
getting a tan",0:21:04,0:20:56,1,Audio00433.mpeg,,,
Minister,"Amader barite cholen na, okhane khawa daowa kore
jiron deben, okhane anek rod ache","come to our home, have lunch and get a tan",0:20:56,0:20:53,0,Audio00434.mpeg,,,
Animesh,"Na na, rastatei rod powai apnar bari gele r ta abar p 
hoye jabe","road is okay for me, never sure of what happens at 
your house",0:20:53,0:20:49,1,Audio00435.mpeg,,,
"Prashanto,
Animesh,
Prashanto,
Animesh","Ei apni kintu bohut faltu kotha bolchen, haa,
Ebar e ektu faltu kaj kori, garite ki ache?,
Jai thakuk apnar ki?,
Dekhbo","you speak a lot of nonsense,
lets do some more nonesense, whats in the car,
why do you care,
want to see",0:20:49,0:20:43,0,Audio00436.mpeg,,,
"Minister,
Animesh","Na dekhben na, amra na bajar theke ashi sobji ar 
anaj kine niye, amader barite kangal bhojon hobe,
Oh, daran age bangali bhojon ta shere ni","got veggies from the market, to feed the poor today,
wait feed me first",0:20:43,0:20:37,0,Audio00437.mpeg,,,
Prashanto ,"Ei ei ei , ei dada, ei kothay jachhen, ei bollam to anaj
ache, eto moha mushkil, ei dada...","where are you going,",0:20:37,0:20:29,0,Audio00438.mpeg,,,
"Animesh,
Minister,
Prashanto ","Chutche dekho,
Kothay?,
Ei ei","running ,
where?,
Hey ",0:20:28,0:20:26,0,Audio00439.mpeg,,,
"Animesh,
Minister","Ei, ki hoyeche ki? Baba eto anaj,
Ei apni kintu barabari korchen","whats your problem,
now your crossing the limit",0:20:25,0:20:16,0,Audio00440.mpeg,,,
Animesh,"Choto thekei kori, laal mukh oohh, jhinge? Ol ol ol, eito
ol o ache, dheyrosh, eta ki haa? puro asto kolagach,
koto kore nilo?","always done that, luffa? Kohlrabi, kohlrabi, kohlrabi,
yeh foud it Kohlrabi, ladies finger. what' this? Whole 
banana tree, how much did they take?",0:20:16,0:19:54,1,Audio00441.mpeg,,,
"Minister,
Animesh,
Minister","Ei nin, ei nin, kotha bolun, Saswata babu,
K Saswata abhinoy kore?,
Naa, Saswata Mitra, Writers theke kotha bolun","here speak to Mr. Saswata,
which Saswata,the actor?,
no, Saswata Mitra from the writer's building",0:19:54,0:19:47,1,Audio00442.mpeg,,,
"Animesh,
Minister","Oh baba, ha bolun sir, chere debo, keno? Oh, achha 
achha voter age apni grame ostro dhokaben ami tai 
eder chere debo. Keno charbo bujhte parchi na, sir. 
Ha jani jani, apnake bilokkhon chini, kobochor neta 
thakben tarpor to jeler ghaani tanben, hm sunun sunun 
chokh rangaben na, chokh rangaben na, kichu loker 
chokhe emon angul gujechilam tara ekhon anekei 
netraloyer permanent member, lifemember, hmm,
Ki?","Yes, tell me Sir. Let them go? But why? Oh! So you'll 
smuggle in arms intothe village before the vote, and I 
have to let them go? But I don't get it, why? Yes I know 
all of that. I know you very well. A few years of ministry 
and then to the jail. Listen, do not give me that bull 
crap! People have permanently ended up in the eye 
hospital because of me.Swine.
what?",0:19:47,0:19:09,1,Audio00443.mpeg,,,
"Animesh,
Minister","Phone ta dhorun, sunun, apnar ei gaarii maalsomet
ami bajeyapto korlam, tobe apnake ar apnar bhaike
chere dichhi, keno bolun to?,
Keno?","Take your phone. Listen. I'm taking in your car and the 
stuff. But I'm letting you and your brother go. 
Know why?,
why?",0:19:08,0:18:59,1,Audio00444.mpeg,,,
Animesh,"Mane, ekjon jokhon daitto niyeche, mane binapoyshay
ekjon jokhon lotkanor daittota niyei niyeche tokhon,
sorkari poyshay apnader moto maal ke ami jele 
dhokate chaichi na","Someone's alreadytaken up the work of finishing you 
both for free. Then why waste government's money...
and put you in the jail.",0:18:59,0:18:51,1,Audio00445.mpeg,,,
Prashanto,Ei bohut hoye geche eto beshi sojjo hoy na,"its enough, i wont tolerate this",0:18:51,0:18:49,0,Audio00446.mpeg,,,
Animesh,"Tate amar... chera gelo, chan koran ni, ager din e 
poysha diyechi, saban na kine maal kheyeche dekhun","I give a damn! Don't you bathe him? Paid him to buy 
soap, he boozed up with it!",0:18:48,0:18:38,1,Audio00447.mpeg,,,
"Prashanto's 
Friend","Taratari kor gotor ta nara, chadkumari chandnir rate
maar gur diye ruti, fulkoli, fulkoli hello, tuki, tuki... aahh","Make it fast! Hurry! Night jasmine at midnight! Brilliant! 
Hello sweetheart!",0:18:31,0:17:45,1,Audio00448.mpeg,,,
"Prashanto,
Phone call,
Prashanto,
Phone call,
Prashanto,
Phone call","Hello...,
Kire, haga hochhe, Ranajit mara geche.,
Ranajit more geche?,
Ranajit mara geche, ektu age,
Tui k?,
Barun...","Hello...,
Still taking a Dump, Ranajit is dead,
Ranajit is dead?,
Yes, he is dead, just a few moments back,
Who are you?
Barun...",0:17:40,0:17:31,0,Audio00449.mpeg,,,
"Prashanto,
Phone call","Barun?,
Haa, Barun, biswas kor ar nai kor, Haradhoner pachti
chele roilo baki ek, Prashanto","Barun?,
Yes, Im Barun, beleive it or not, Haradhans 5 sons, 
now remains only one",0:17:29,0:17:21,0,Audio00450.mpeg,,,
"Minister,
Prashanto,
Minister,
Prashanto,
Minister,
Prashanto","Ay ay ay, bosh bosh, ki gittu atke geche?,
Nah,
Tahole?,
Barun,
Barun?,
Ha phone korechilo","come sit, tied the knot in the pajamas?,
no,
then,
Barun,
Barun?
Yes, he called",0:17:18,0:17:12,0,Audio00451.mpeg,,,
Minister,"Ki? Uff... tor to pet kharap hoyechilo tor ki mathatao 
kharap hoye geche naki","what, didnt you have a stomache upset, now your 
mind is gone too!",0:17:11,0:17:07,0,Audio00452.mpeg,,,
"Prashanto,
1 Police,
Minister","Na na sotti bolchi phone korechilo bhai,
Dada,
Modhu? Bosho...na thak thak","no, I'm tellining the truth, he called,
dada its you,
Madhu? come sit, ",0:17:06,0:16:59,0,Audio00453.mpeg,,,
1 Police ,"Ei dui Constable apnar security r jonno dada, sarakhon
apnar sathe shete thakbe","These two constables are for your safety, the 
government is with you",0:16:59,0:16:54,0,Audio00454.mpeg,,,
Minister,"Bah... khub bhalo, ei ei nao, eta nao mishti khabe","wow, very nice, come here take these for the sweets",0:16:54,0:16:49,0,Audio00455.mpeg,,,
"1 Police,
Minister,
1 Police ,
Prashanto","Ota lagbe na dada, eta free,
Hotath free holo keno?,
Barun Biswas jodi dekhe fele,
Bollam, haa?","no need sir, its free,
all of a sudden why its free,
what is Barun sees this,
told you so",0:16:49,0:16:43,0,Audio00456.mpeg,,,
Minister,"Are ki sarakhon sobai mile Barun Barun korcho, haa, 
ki pagol hoye gecho naki? ","why is everyone harping on this, gone mad?",0:16:43,0:16:39,0,Audio00457.mpeg,,,
1 Police ,"Ami bolchi na dada, grambashira bolche, Barun fire 
esche, sararaat bike e kore ghurche, anek e bike er 
sobdo suneche, er pore ar taka ni? Choli dada...
oh, ekta kotha bolchi dada, Animesh babu k dekhar 
por mone hochhejibone ekta kaj ontoto sartho chara
kori, bhalo thakben... ei cholo tomra thako","Not me, the villagers are saying. Barun is back. He's 
prowlingthe village all night.Many have heard his bike.
How can I take money now? See you Dada. Oh, let me
tell you something.After seeing Mr. Animesh... I feel like 
doing something inlife without a personal motive. Good 
luck. Let's go. You guys stay here.",0:16:38,0:16:11,0,Audio00458.mpeg,,,
Binod Sir,Ki byapar? Gache uthiya abar moi kere nio k?,What's up? Who took your ladder away?,0:15:29,0:15:26,1,Audio00459.mpeg,,,
"Animesh,
Binod Sir","Keu na, kakpokkhi teo kichu kichu jinish ter paye janen
to? Jemon kak namok oi pokkhiti ter peyeche ekta 
jinish,
Ki?","No one. Birds are very intuitive to nature you know?
For example, that crow found out something.,
what?",0:15:25,0:15:10,1,Audio00460.mpeg,,,
Animesh,"Erokom ekti tar duto gacher majhe, tantan kore badha 
chilo, Haran babu heror moto shai kore bike niye elen 
omni ghachang fu, sure sure badha ache, emoni binar
tare, hm hm hm, eta chilo clue","A wire, just like this one. It was tied tightly between 
these two trees.Mr. Haran drove into it inhigh speed 
and splash! Tied together like the strings of a Veena...
I got the clue from the song",0:15:08,0:14:41,0,Audio00461.mpeg,,,
Binod Sir,"Aww, tarmane apni criminalder jara khun korche tader
khuje berachhen, kintu Barunk jara khun korlo, tader
khojar kono tagid apnar nei","Oh.So you're looking for themurderer of the criminals. 
But you've no plans to look for Barun's killers.",0:14:39,0:14:30,0,Audio00462.mpeg,,,
Animesh,"No sir, raja no saja, saja is only for proja",No sir. Ruler's don't get punished.,0:14:29,0:14:26,1,Audio00463.mpeg,,,
Binod Sir,"Se to apni bhabchen, keu hoyto onnorokom bhabche, 
tai she saja dichhe, Prashantor o saja hobe","so hat's what you think. Someone doesn't think so. So 
he's punishing. He'll Punish Prsahnto too!",0:14:26,0:14:20,0,Audio00464.mpeg,,,
"Animesh,
Binod Sir","Na, Prashanto k marte debo na,
Keno?","wont let you do that,
why?",0:14:20,0:14:18,0,Audio00465.mpeg,,,
Animesh,"Are baba, Bariun er moto chelera, nijerao guchoy na,
kauk guchoteo deye na, kintu Prashanto har... bhodro
bhashay jake bole.... sorry, oi to amar transfer korabe,
amar promotion korabe, oke gto amar dorkar, morle to
cholbe na","People like Barun, don't save for themselves,nor let 
others.But Proshanto... is arascal of the first order. In 
better words, a bastard! Sorry. He will get me the 
transfer and promotion. I need him. he can't die! ",0:14:16,0:13:58,0,Audio00466.mpeg,,,
Binod Sir,"Oh, Barun morle cholbe tai to? ",But Barun can die right?,0:13:57,0:13:55,0,Audio00467.mpeg,,,
Animesh,"Bhalo jinish joto kom hoy totoi bhalo, noile bhirer 
thelay se nijeo hoye pore majhhari","A scarcity of good things is better. Or else a crowd of 
good things make it mediocre.",0:13:54,0:13:48,1,Audio00468.mpeg,,,
Binod Sir,Apnar mukhe o line manay na,these lines dont suit you,0:13:46,0:13:45,0,Audio00469.mpeg,,,
Animesh ,"Apnar mukhe manay to? Bhorsha kore amadero ektu 
bolte din na, oto bhoy kisher? Robi thakur to jotne
rakhbo","But these lines suits you right? Trust us with these line, 
What scares you?",0:13:44,0:13:34,1,Audio00470.mpeg,,,
"Binod Sir,
Saler","Jotne korlei ki ar sobkichu rakha jaye?,
Na sir, e tar to ekhane paowa jaye na sir","can we keep anything safe, just by preserving it?,
no sir, these copper wires arent sold here",0:13:30,0:13:22,1,Audio00471.mpeg,,,
"Animesh, Saler,
Animesh, Saler,
Animesh","Paowa jaye na?,  Nah, eto copper tar sir,
Ki ki kaje lage?,  Electric er kaje lage, 
Hmm, eta ko gojer hobe?","these copper wires arent sold here?,   no, 
what are its uses?,  in various electric wiring uses,
how many gauzes is this?",0:13:22,0:13:13,1,Audio00472.mpeg,,,
Saler,"Anjat, point five, to sir, eto apni oi chadni te peye jaben
sir","I guess, point five, u can find this in the Chandini 
Market sir",0:13:12,0:13:05,0,Audio00473.mpeg,,,
"Animesh, Saler ","Chadni mane kolkatar chadni?, Ha sir...","Chandini meaning the one in Kolkata?, Yes sir",0:13:05,0:13:03,0,Audio00474.mpeg,,,
Binod Sir,"Eti hochhe, ekti tamar tar, ei onorito tamar moddhe 
diye torit probahito korle, jekono choumbok podartho,
chumboke porinoto hoy. Jemon dekho, ei choumbok 
podarthoti kibhabe chumboke porinoto holo. ","This is a copper wire. If this copper wire is electrified 
then... any magnetic object will become a magnet. For 
example; see how this magnetic object... turns into 
a magnet.",0:12:59,0:12:42,0,Audio00475.mpeg,,,
Animesh,Bari jaben to? Ashun... ashun ashun...,going home? come on sit,0:12:35,0:12:30,0,Audio00476.mpeg,,,
Durga,Dekhi tui ki korchish? Are eta eibhabe hobe na,what are doing? no its not done this way,0:12:23,0:12:21,0,Audio00477.mpeg,,,
"Binod Sir, Durga,
Nikhil, Arun","Ki khobor sob?, 
Apnar kothamotosob byabostha hoye geche,
Puro dome mohora cholche sir, 
Porshu melar mathe final, ebar ora hiranyukoshupu
bodh korche","How is everything?,   Everythings arranged, 
Full on rehersals are going on,
They are slaying Hiranankashyap this time too!",0:12:05,0:11:58,1,Audio00478.mpeg,,,
"Durga, Animesh,
Binod Sir","Apnio ashben kintu,
Oh, mohilader request ami abar dhurr...,  Cholun...","You too must come,  Oh, womans' request, can't refuse,
Let's go",0:11:57,0:11:50,0,Audio00479.mpeg,,,
Animesh,Hiranyukoshupu bodh hobe?  ,Slaying Hiranakashyap?,0:11:41,0:11:39,0,Audio00480.mpeg,,,
"Binod Sir, 
Animesh,
Binod Sir","Dewal  bhenge bhogoban beriye eshe shotrur buk 
chire debe... , Aww, anjioplasty... ,
Dhatt.... dhonnobaad","God shall himself come to slash the enemy's chest! ,
aww, angioplasty , Please, Thank You!",0:11:37,0:11:23,0,Audio00481.mpeg,,,
Animesh,"Arekta proshno chilo, Barun Biswas apnake etota 
influence korlo keno?","I had another question, why did Barun Biswas 
influence you so much",0:11:21,0:11:14,0,Audio00482.mpeg,,,
Binod Sir,"Amar bhetore hritpindo bole ekta concept ache, tai.
Apni sedin schooler gundaguloke khediye dilen keno?","Because I have a concept called a heart within me. Why 
did you thrash those goons in the school that day?",0:11:11,0:11:04,0,Audio00483.mpeg,,,
Animesh,"Amaro motka bole ekta concept ache, tai. Sheta majhe
majhe gorom hoye jaye tai. Ei j janowar gulo khun 
hochhe, j korche, j marche thik korche na","I too have a concept called, the head. It loses it's cool 
sometimes, hence. But about these monsters getting 
killed...whoever is doing it, he is not doing the right
thing.",0:11:03,0:10:49,1,Audio00484.mpeg,,,
Binod Sir,"Oi Khudiramer moto, keu bolche deshodrohi, keu 
bolche biplobi","just like Khudiram, someone calls him an antinational, 
someone a relvolutionary",0:10:48,0:10:43,0,Audio00485.mpeg,,,
Animesh,"Dhora porle, biplober concept ta puro naribhuri pakiye
hate chole ashbe","If he gets caught, the entire concept of revolt will distort 
in his head",0:10:42,0:10:36,1,Audio00486.mpeg,,,
Binod Sir,Dhorte perechen k korche? ,has anyone figured out who is doing it?,0:10:35,0:10:33,0,Audio00487.mpeg,,,
Animesh,"Puropuri na, apcha moton. Andhokare ekta kalo mukh,
se jei hok na keno, Prashanto k marte parbe na","Not completely, a faint idea, a balck face in the dark,
whoever it is, they cant kill Proshanto",0:10:32,0:10:22,0,Audio00488.mpeg,,,
"Binod Sir,
Animesh,
Binod Sir","Keno?,
Sorkar security dichhe, agami diner juboneta to,
Koto security dichhe?","Why?,
Government is giving security,
How much?",0:10:21,0:10:16,0,Audio00489.mpeg,,,
Animesh,"Jani na, tobe apni to bollen, bhogoban eshe buk chire
debe. Bhogoban nischoi janben, uni to sob janen,
otoyeb hironnokoshupu er anjioplasty apatoto bondho,
boli pacemaker niyechen to? Choli...
oh ek mintute, apnar physics er jinishpotro kolkata 
theke, apni anen to?","Don't know. But... like you said, God will himself come 
to slay him. God must be knowing. He knows 
everything. Hence, Hiranyakashipo demon angioplasty 
is shelved. He's taken a pacemaker you see. Bye. 
Another thing... You yourself get your requirements for 
the physics class from Kolkata?",0:10:16,0:09:53,1,Audio00490.mpeg,,,
Binod Sir,Haa seirokom e,yes just like that,0:09:52,0:09:51,0,Audio00491.mpeg,,,
Animesh,"Ebar jokhon jaben, amar jonno kichu copper wire niye
ashben, janen nischoi kothay paowa jaye","Get me some copper wires this time. Must be aware 
where to find it?",0:09:50,0:09:44,0,Audio00492.mpeg,,,
"Binod Sir, 
Animesh","Jani,
Choli...","I know,
see you",0:09:43,0:09:42,0,Audio00493.mpeg,,,
Arun,"Nomoshkar, jagoron moncho ebong dukhiyar 
grambashider joutho uddogej sangshkritik 
anushthaner ayojon kora hoyeche, tate apnader 
prottkke sagoto. Ajker ei sangshkritik anushthane 
apnara dekhben bangla songoshkritir annotomo 
nidorshon, Chownaach. Ar ajker chownaach er 
bishoybostu Hironnokoshupu bodh","Namaskar. Welcome to the cultural eventput up by the 
joint effort ofPlatform of Awakening and the people of
Dukhiya. In today's program we present a unique piece 
of Bengal'stradition, Chhou dance. The Chhou show 
is about the slaying of Hiranyakashipo.",0:09:34,0:09:15,0,Audio00494.mpeg,,,
"Durga, 
Nikhil,
Arun","Sob toiri Sir,
Apni jemon bolechilen thik temontai hochhe sir,
Jara ashar sob ai eshe geche sir","Everythings ready sir,
Just like you had asked,
Everyone supposed to arrive have arrived",0:09:14,0:09:09,0,Audio00495.mpeg,,,
"Binod Sir, Arun","Sobai? ,   Haa...","Everyone? ,  Yes ",0:09:07,0:09:05,0,Audio00496.mpeg,,,
"Binod Sir,
Arun","Barun Biswas eshe bidroher agun jelechilo, shei 
jolonto agun theke moshal jaliye ekdin poth hatte suru 
korechilo. Aj jodi keu tar hatta kete deye shei moshalke
tule dhorar jonno chai asonkho haath, tomader haath.
Tobei to buk chitiye bolte parbe, 'Long live revolution' 
jai hok na keno, toiri thakte hobe, parbe?,
Parbo sir","Barun Biswas lit the fire of revolution! And he started 
walking with the torch lit from that fire. If someone cuts 
his hand of, many more hands must co  up to hold that 
torch. Your hands! So you can proudly say... Long live 
revolution! Come what may... You've to be prepared. 
Can you?,
Yes sir",0:09:01,0:08:34,0,Audio00497.mpeg,,,
Animesh,"Certificate of Achievement, Binod Bihari Dutta, oh shit","Certificates of Achievement! Binod Bihari Dutta, oh no!",0:07:22,0:07:11,1,Audio00498.mpeg,,,
Prashanto,"Ei ei, aahh aahh ","Hey, Ahhh, Ahhh",0:06:19,0:06:07,0,Audio00499.mpeg,,,
Animesh,"Charun, uthun, cholun, anek hoyeche mukhoshta 
khulun, khulun","Get up! come with me, enough, open the mask",0:06:02,0:05:50,0,Audio00500.mpeg,,,
Haran,Are e to Subhash Chandra Bose,"look whose here, Subhas Chandra Bose!",0:05:33,0:05:31,1,Audio00501.mpeg,,,
"Binod Sir, 
Haran,
Binod Sir","Ei naam ta tomar mukhe manay na,
Sala... aj tor golar noli kete debo sala,
Tai? Noli katbe, ay...","This name doesnt suit your lips!,
you swime! I will slash your throat,
lets do it then",0:05:29,0:05:18,0,Audio00502.mpeg,,,
"Animesh,
Binod Sir","Kotha na bariye, amar songe cholu, ashun...
namun. Ebar amar desh apnar sathe ki korbe janen to,
Ki?","Lets talk no more, Come with me! Get off What will my 
country do now, What?",0:04:16,0:03:37,0,Audio00503.mpeg,,,
Animesh,"Prochur case e fashabe, anek jontrona debe, adorsher
jonne biplobi hoyechilen to? Se sob apni sojjo korte
parben na, kajei ekhanei guli kore dichhi khalash hoye 
jan bhukte hobe na","Frame you in many things. Put you through a lot of 
crap. Your revolt was for your values. You'll not be able 
to take it, so... I'll shoot you right here, won't have to 
suffer. I've done what I had to. Noregrets if you kill 
me now.",0:03:35,0:03:23,0,Audio00504.mpeg,,,
Binod Sir,"Amar j kaj korar chilo ta hoye geche, ekhon jodi apni
amake mere den, amar kono apshosh nei. Janen to, 
bidroho hochhe ekta relay racer moton, Barun Biswas 
tar bidroher moshal ta amar haate diyechilo. Ami 
Druga, Arun, Kingshuk, Nikhil eder haate diye diyechi. 
Orao ekdin karor haate tule debe eti somajer mulneti. 
Bidrohike khotom korleo bidroher agun kokhono nibhe 
jaye na. Ekta chilo, ekhon doshta Barun Biswas jonmo 
niyeche, erpore ekshota jonmabe, hajarta jonmabe, 
nin mere din...
ki holo? Marlen na? Marben na?","You see, a revolt is like a relay race. Barun gave me the 
torch of revolution. I gave it to... Durga, Arun, Kingshuk, 
Nikhil. They'll give it to someone else one day. Rule of 
society; kill the revolutionary can't kill the fire of the 
revolt! There was only one Barun. Now ten Baruns are 
born. Then there'll be hundreds and thousands. Kill me. 
Won't you kill me? Won't you kill me?",0:03:21,0:02:43,0,Audio00505.mpeg,,,
"Animesh,
Binod Sir","Amake bolchen? Apnake to thik... k apni?,
Binod Bihari Dutta","Asking me? Can't place you, who are you?,
Binod Bihari Dutta",0:02:42,0:02:37,0,Audio00506.mpeg,,,
Animesh,"Oh, nomoshkar, Animesh Dutta, ei matro khobor elo,
amar stree ek putro sontaner jonmo diyechen, ami 
sekhanei jachhi","Namaskar. Animesh Dutta. Just got the news, my wife's 
given birth to a boy. Going there.",0:02:36,0:02:29,0,Audio00507.mpeg,,,
Binod Sir,Amar ashirbaad diye deben. Ki naam rakhben?,Give him my blessings. Thought of a name?,0:02:28,0:02:24,0,Audio00508.mpeg,,,
Animesh,"Barun, biswasta bukei thak. Choli...",Barun. And the rest shall follow. Bye.,0:02:20,0:02:16,0, Audio00509.mpeg,,,
