 ,Episode,Speaker,Dialogue,Eng_Translation,Start_Time,End_Time,Sarcasm_Label,Audio_Clip
,,"Indrani, Barun, 
Indrani","Kara?,  Amar classmate ra. Ki boleche jano?,  Ki?","Who?,  
My classmates. Do you know what they said?,
What?",0:06:48,0:06:46,0,AudioS200100.mpeg
,,Barun,"Boleche, ""Ja tor baba k giye bol, ekhane eshe duty
korte!"" Aro boleche, ""Baba barite boshe pension er 
taka gunbe ar chele biplob marabe!""","They said, “Go tell your father to come here and do 
his duty!” They also said, “Your father sits at home 
counting his pension while the son pretends to be 
a revolutionary!”",0:06:45,0:06:39,0,AudioS200101.mpeg
,,Indrani,"Barun.... Ora bollo ar tomak sunte hobe, tai na!","Barun… just because they said something you 
have to listen to it?",0:06:39,0:06:35,0,AudioS200102.mpeg
,,"Barun, Indrani,  Barun","Ha sunte hobe ma, sunte hobe! Karon ora kothata
amak boleche! Ar karoke na! Barun... , Dhorbe na tumi 
amk! , ki hochheta ki?","Yes I have to listen, Mom! Because they said it 
to me! BArun.. , Don’t touch me!, What is happening?",0:06:34,0:06:28,0,AudioS200103.mpeg
,,"Barun, Indrani","Ki hobe ar Ma? Tumi to dekheo kichu dekhcho na.
Babak kichu bolle tomar kono jaye ashe? Amakeo
to sunte hoy, tateo tomar kichu jaye ashe na! Tumi 
to tomar life niye anek happy, bolo? , Ha, ha, happy!","What else will happen, Mom? You see everything 
but act like you see nothing. If someone says 
something about Dad it doesn’t affect you. Even 
when I have to hear things, you don’t care. You’re 
very happy with your life, aren’t you? , Yes, yes, I’m 
happy.",0:06:27,0:06:14,0,AudioS200104.mpeg
,,Barun,"Ami student, amio amar porashona, amr life niye 
anek happy. Tahole baba keno nijer duty korte 
parbe na, ma?","I’m a student. I’m happy with my studies and my 
life too. Then why can’t Dad do his duty?",0:06:13,0:06:06,0,AudioS200105.mpeg
,,Indrani,"Barun, tumi bhalo kore jano, tomar babar sathe ki
hoyechilo?","Barun, you know very well what happened to 
your father.",0:06:02,0:05:59,0,AudioS200106.mpeg
,,Barun,"Ar ajke j ei bachha cheleta din dupure rastay guli 
kheye mara gelo, tar bela? Tar jaygay jodi ami 
thaktam, ki bolte?","And what about the child who was shot dead in 
broad daylight today? If I had been in his place, 
what would you say?",0:05:59,0:05:54,0,AudioS200107.mpeg
,,Indrani,"Barun! Enough! Tumi  ki bhebecho, Barun? Aj jodi
tomar baba ojhane thakto, oi bachhata ar or baba
beche jeto?","Barun! Enough! Do you think if your father had 
been there today the boy and his father would 
have survived?",0:05:54,0:05:44,0,AudioS200108.mpeg
,,Barun,"Baba cheshta korte parto, fight korte parto! Ekhon 
to kichui korte parche na!","At least Dad could have tried. He could have 
fought! Now he can’t do anything.",0:05:43,0:05:40,0,AudioS200109.mpeg
,,Animesh,"Ei, ebar tham. Anek hoyeche. Amar ja korar ami 
thik korbo","Enough. That’s enough. I will decide what I have 
to do.",0:05:39,0:05:33,0,AudioS200110.mpeg
,,Barun,"Tumi mittha kotha bolcho, baba. Ami jani tomar
barite boshe thakte bhalo lage na... tumi happy nei,
baba. 
Baba... Baba!","You’re lying, Dad. I know you don’t like sitting at 
home. You’re not happy.",0:05:33,0:05:19,0,AudioS200111.mpeg
,,Animesh,Chele manush! Charo to!,He’s just a boy. Let it go.,0:04:57,0:04:55,0,AudioS200112.mpeg
,,Indrani,"Sobai sot police officer chaye, Animesh. Kintu 
pasher barite. Barun to thik e boleche. Ami selfish.
Ami tomak etodin dhore barite atke rekhechilam. 
Seta hoyeto amr uchit hoy ni. ","Everyone wants an honest police officer, Animesh— 
but only in someone else’s house. Barun is right. 
I’m selfish. I kept you at home all these years. 
Maybe that wasn’t right.",0:04:53,0:04:31,0,AudioS200113.mpeg
,,"Animesh, Indrani","Chele thamlo, ar tumi suru korle!, 
Ami to suru korechi.","The boy stopped and now you started.,
Yes, I started.",0:04:29,0:04:25,0,AudioS200114.mpeg
,,Animesh,"Sebhabe dekhte gele, ami to joggo shami ba baba
hote pari ni. Cheleke to tumi eka manush korecho.
Songshar samlecho. ","If you think about it, I was never a good husband 
or father. You raised our son alone and managed 
the household.",0:04:22,0:04:12,0,AudioS200115.mpeg
,,Indrani,"Ekhon o to acho. A complete family man. Khali
super-cop er jayegata khali, ki holo? Jabe na? Jao.
Jao bolchi.","Now you are here. A complete family man. Only 
the place of the super-cop is empty. So what 
happened? Won’t you go? Go. I’m telling you, go.",0:04:08,0:03:45,0,AudioS200116.mpeg
,,Animesh,Apnar aro boktobbo ache?,Do you have anything more to say?,0:03:36,0:03:35,1,AudioS200117.mpeg
,,"Barun, Indrani","All the best! Animesh Dutta!, Special Crime Branch","All the best, Animesh Dutta., Special Crime Branch.",0:03:24,0:03:22,0,AudioS200118.mpeg
,,"Animesh,
Everyone ","Kobi bolechen, melaben tini melaben. Ami 'm' boli 
na 'k' boli, kelaben tini kelaben.,
Jay Hind, Madam","As the poet said, if it is meant to happen, it will 
happen.,
Jai Hind, Madam.",0:03:21,0:03:13,1,AudioS200119.mpeg
,,Lady Inspector,"Jay Hind, bosho. 
Ranaghat, Raniganj, Barrackpore. Dujon civilians
dead, police er opor hamla. What next?","Jai Hind. Sit down. Ranaghat, Raniganj, 
Barrackpore. Two civilians dead and attacks on the 
police. What next?",0:03:12,0:03:02,0,AudioS200120.mpeg
,,Inspector Geeta,"Madam, amader ektu patience rakhte hobe","Madam, we need to stay patient.",0:03:02,0:03:00,0,AudioS200121.mpeg
,,Lady Inspector,"Tumi bujhte parcho na, Geeta. Eta ekhon 
opposition er kache porer campaign e lorar issue 
hoye geche. Ora jebhabe uthe pore legeche tate 
ei, case ta amader haat theke ber korei charbe. 
Immediately jodi kono action na ni tahole...","You don’t understand, Geeta. This has become an 
election issue for the opposition. If we don’t act 
immediately they will take this case away from us.",0:03:00,0:02:49,0,AudioS200122.mpeg
,,Animesh,"Dudin barite boshe gechi ar, joto ghughu dakat
hoye utheche. Ma'am...","I sat at home for two days and all the small thieves 
have turned into big criminals.",0:02:49,0:02:44,1,AudioS200123.mpeg
,,"Lady Inspector,
Animesh,
Lady Inspector","Eki tumi?, 
Bari boye lok pathalen,
Tumi join korbe?","Is that you?,
You sent people to bring me.,
Will you join?",0:02:43,0:02:41,0,AudioS200124.mpeg
,,"Animesh,
Lady Inspector","Ichhe to ache. Jodi na kono shantir chele ba 
khankir chele...,
Language...","I would like to. Unless some coward or scoundrel 
stops me.,
Watch your language.",0:02:40,0:02:37,0,AudioS200125.mpeg
,,Animesh,"Sorry, ma'am
Kuri bochorer professional hazard, ma'am. Tin 
bochore compensate korbe? Jai hok, ami 
priliminary khojkhobor niye dekhechi j, ora dol 
bedhe gol diyeche. Amrao dol korei gol badhabo.","Sorry, ma’am. Twenty years of professional habit. 
Will three years compensate for that? Anyway, 
from my preliminary investigation it seems they are 
operating as a group. We will form a group too and 
finish them.",0:02:36,0:02:22,1,AudioS200126.mpeg
,,Lady Inspector,Good. Kibhabe proceed korbe bolo.,"Good, now how do we proceed",0:02:21,0:02:20,0,AudioS200127.mpeg
,,Animesh,"Madam, ekta special operation group ar kaj korar 
ekta seperate set up","Ma'am have to create a complete different operation 
group and set up",0:02:20,0:02:15,0,AudioS200128.mpeg
,,"Lady Inspector,
Animesh","Ja ichha koro. Get the best of us! Bust the 
racket and bring Netaji to custody.,
Ma'am","Do whatever you want. Get the best of us! Bust the 
racket and bring Netaji to custody.,
Ma'am",0:02:15,0:02:09,0,AudioS200129.mpeg
,,Lady Inspector,"Ar ekjon sadharon manushero jeno konorokom 
kono khoti na hoy.","Not a single ordinary citizen should suffer any 
harm.",0:02:08,0:02:05,0,AudioS200130.mpeg
,,"Animesh,
Lady Inspector","Ami kotha dichhi, Madam. Amar sonar banglay ar 
ek fota rokto o jhorbe na. Oi ""Peyaji"" k ami chaka 
tele bhajbo.Jay Hind.,
Jay Hind.","I promise, Madam. Not another drop of blood will 
be shed in my golden Bengal. I will fry that “Peyaji” 
in hot oil. Jai Hind.,
Jai Hind.",0:02:05,0:01:55,1,AudioS200131.mpeg
S2,E2,2023,,2023,0:30:48,0:30:45,N/A,N/A
,,Bride Girl,Amar goyna gulo? Kara apnara? Dakat!,My jewellery!  Who are you people? Robbers!,0:30:06,0:29:41,0,AudioS200132.mpeg
,,"1 Dakaiot, Bride Girl,
1 Dakaiot","Anek koshto kore dhorechi re bhai!, Dakat! Dakat! ,
Chup korbi, ki tui!","We caught her after so much trouble, brother!,
Robbers! Robbers!, Shut up, you!",0:29:37,0:29:31,0,AudioS200133.mpeg
,,Grrom Boy,"Ei, ei k tomra? K tomra... oke chere de!",Hey! Who are you people? Let her go!,0:29:30,0:29:23,0,AudioS200134.mpeg
,,Peyajii,,Peyaji.,0:27:28,0:27:27,N/A,N/A
,,Ins. Ganesh,Keu achen? Keu achen naki go? ,Is anyone here? Is anyone around?,0:27:02,0:26:58,0,AudioS200135.mpeg
,,Ins. Badal,Nomoshkar. Apnake to thik...,Greetings. You seem familiar...,0:26:38,0:26:36,0,AudioS200136.mpeg
,,"Ins. Ganesh,
Ins. Badal","Kintu ami apnake chinte perechi to! Ei apni Badal
Maharana! Raniganj!,
Ki kore chinlen?","But I recognized you! You are Badal Maharana! 
Raniganj!,
How did you recognize me?",0:26:36,0:26:30,0,AudioS200137.mpeg
,,"Ins. Ganesh,
Ins. Badal","Ah, dekhun department er lok to! Amak chinte 
parchen? , Uh, no, chenar kotha ki?","Ah, we’re from the department after all! Don’t you 
recognize me? , Uh, no… why would I recognize you?",0:06:28,0:26:23,0,AudioS200138.mpeg
,,Ins. Ganesh,"Oh, dhoren. Daran. Ebr? Are ami Ganesh Das. 
Ranaghat thanar In charge. Jong dhora bonduk 
bole ekhon loke ""Jong Bahadur Ganesh"" bole 
dake! ","Oh wait, hold on… now? I am Ganesh Das, the 
in-charge of Ranaghat police station. Because of 
my rusty gun people now call me “Jong Bahadur 
Ganesh”!",0:26:22,0:26:01,0,AudioS200139.mpeg
,,"Ins. Badal, 
Ins. Ganesh","Oh, sir! sir ebar chinte perechi!,
Chinte perecho na? Eh?","Oh sir! Sir, now I recognize you!,
You recognize me now, right?",0:26:00,0:25:57,0,AudioS200140.mpeg
,,Ins. Badal,Keu elo mone holo,It felt like someone arrived.,0:25:53,0:25:52,0,AudioS200141.mpeg
,,"Ins. Bitan,
Ins. Ganesh,
Ins. Badal","Nomoshkar. Bitan Bose,
Bitan...
Badal Maharana.","Greetings. Bitan Bose.,
Bitan…,
Badal Maharana.",0:25:43,0:25:39,0,AudioS200142.mpeg
,,Ins. Ganesh,"Ore, pantonash! Apnar to dangerous case moshai. 
ha shei, bomb blast theke, ek inchir jonne nahole 
to dhum potash hoye! Na mane khub kharap.","Oh dear! Your case was really dangerous. Yes, 
that bomb blast… you were just an inch away from 
being blown apart! I mean… it was really bad.",0:25:39,0:25:28,1,AudioS200143.mpeg
,,"Ins. Bitan, Ins. Badal","Na thik e bolechen., Ta, amra ki etojon e ekhane?","No, you’re absolutely right., 
So… are we the only ones here?",0:25:28,0:25:25,0,AudioS200144.mpeg
,,Ins. Damayanti,Hello. Damayanti Ghosh,Hello. Damayanti Ghosh.,0:25:10,0:25:09,0,AudioS200145.mpeg
,,Ins. Ganesh,"Heh, Madam kar ta dhorben bujhtei parchen na.","Madam, you’re not even sure whom to catch.",0:25:06,0:25:04,1,AudioS200146.mpeg
,,Ins. Asim,"Hello, sir! Hello, sir! Ami bhabte partisi ni abar 
apnare dekhbo.","Hello sir! Hello sir! I never thought I would see 
you again!",0:24:52,0:24:48,0,AudioS200147.mpeg
,,"Ins. Ganesh,
Ins. Badal, Ins. Asim","E ki kelo?, 
Apni ektu dom niye nin. Ektu dom niye nin., 
Aa aa ami, Asim. Hello","What is this chaos?, 
Please calm down. Take a breath.
Ah… I’m Asim. Hello.",0:24:46,0:24:39,0,AudioS200148.mpeg
,,"Ins. Ganesh, 
Ins. Asim, 
Ins. Ganesh","Ami aloor dosher lok dekhechi, eto 'hello' r dosher 
lok dekhini  ,  Hello? ,  Na, Hello bola bhalo.","I’ve seen people addicted to many things, but 
never someone addicted to saying “hello”., 
Hello? ,  No, saying hello is fine.",0:24:38,0:24:33,0,AudioS200149.mpeg
,,Ins. Asim,"Ah, eibar ashi porise! Tarmane hobe ni proloy!","Ah, now I understand! That means the apocalypse 
hasn’t happened.",0:24:13,0:24:09,1,AudioS200150.mpeg
,,"Animesh, Everyone","Jay Hind. , Jay Hind, Sir","Jai Hind. , Jai Hind, sir.",0:24:06,0:24:05,0,AudioS200151.mpeg
,,"Animesh, 
Ins. Asim","Apnader kadhe kintu anek boro daitto. Hello, sir , 
Hello, sir.","You all carry a very big responsibility. Hello, sir. , 
Hello, sir.",0:24:04,0:23:59,0,AudioS200152.mpeg
,,Everyone,"Jay Hind, Madam.","Jai Hind, Madam.",0:23:45,0:23:45,0,AudioS200153.mpeg
,,Lady Inspector ,"Jay Hind.  Tomader k janiye rakhi, Netaji ar tar gang
k dhorar jonno tomader ei team toiri kora hoyeche. 
Animesh, tumi thik jemon cheyechile thik temon e
private ebong niribili ekta space. ","Jai Hind. Let me inform you all that this team has 
been formed to capture Netaji and his gang. 
Animesh, just as you wanted, this is a private and 
quiet space.",0:23:44,0:23:34,0,AudioS200154.mpeg
,,"Animesh,
Lady Inspector ","Thank You.,
I hope Netaji khub siggiri dhora porbe. ","Thank you.,
I hope Netaji will be caught very soon.",0:23:33,0:23:30,0,AudioS200155.mpeg
,,Animesh,"Ma'am, oi Netaji amader sokoler dhora choyar baire
ami oi maal tak ""Peyaji"" bolei dakbo","Ma’am, that Netaji who is beyond everyone’s 
reach… I will call that guy “Peyaji”.",0:23:28,0:23:23,1,AudioS200156.mpeg
,,"Lady Inspector , 
Inspector Geeta","Okay, fine. Shono, tomra ebar theke Animesh k 
report korbe. Ar Animesh tumi time to time Geeta k
update korbe. I'll be in touch.,
Yes, Ma'am","Okay, fine. From now on you will all report to 
Animesh. And Animesh, you will update Geeta 
from time to time. I’ll be in touch.,
Yes, Ma’am.",0:23:23,0:23:14,0,AudioS200157.mpeg
,,Animesh,"Sorry madam, amr system ototao update neye na,
j ekhane surjo uthbe ar headquarter obdhi alo 
pouche jabe","Sorry Madam, my system doesn’t update that fast 
that the sun rises here and the light instantly 
reaches headquarters.",0:23:13,0:23:08,1,AudioS200158.mpeg
,,Lady Inspector ,"Situation vise improvise korte hoy, Animesh. Tomra
dujone workout kore nao kibhabe proceed korbe. I
want result. That's it.","One must improvise according to the situation, 
Animesh. You two decide how to proceed. I want 
results. That’s it.",0:23:07,0:23:01,0,AudioS200159.mpeg
,,Animesh,Ma'am amr ar kichu bojhanor nei,"Ma’am, I have nothing more to explain.",0:23:00,0:22:58,0,AudioS200160.mpeg
,,"Inspector Geeta,
Ins. Damayanti","Tahole, ami amar moto bujhe nibo. Damayanti? 
All good? , 
All good, ma'am","Then I will understand things in my own way. 
Damayanti? All good? , 
All good, ma’am.",0:22:58,0:22:46,0,AudioS200161.mpeg
,,Inspector Geeta,"Good. I hope tumi ebar kaj korar ekta broader 
scope pabe.","Good. I hope you will now get a broader scope to 
work.",0:22:45,0:22:42,0,AudioS200162.mpeg
,,Ins. Ganesh,Eder dujoner setting ache.,"Those two seem to have some kind of 
understanding.",0:22:41,0:22:39,1,AudioS200163.mpeg
,,Lady Inspector ,"All the best, team. Dismiss.","All the best, team. Dismiss.",0:22:37,0:22:36,0,AudioS200164.mpeg
,,Everyone,Ma'am.,Ma’am.,0:22:35,0:22:35,0,AudioS200165.mpeg
,,Animesh,"Tahole...jotodin na ei ""fuluri"", ""peyaji"" gulo dhora 
porche totodin etai amader astana. Doya kore 
ekhankar kono details ba location barir loker songe 
share korben na. Jan, bag tag rekhe sob 
adhghontar moddhe fresh hoye ashun.","Until we catch these “fuluri” and “peyaji” criminals, 
this will be our base. Please do not share this 
location or any details with your family. Keep your 
bags and freshen up within half an hour.",0:22:30,0:22:12,0,AudioS200166.mpeg
,,"Ins. Ganesh,
Ins. Asim","Darun darun! Kather siri, motamota sob deyal! , 
Shei purono diner sob","Wonderful! Wooden stairs, thick walls! , 
Just like the old days.",0:22:11,0:22:06,0,AudioS200167.mpeg
,,Ins. Damayanti,Hello? ,Hello?,0:21:51,0:21:51,0,AudioS200168.mpeg
,,"Ins. Badal, Ins. Bitan","Hello. Sob thik? ,  Ha, sob thik","Hello. Everything okay? , Yes, everything is fine.",0:21:43,0:21:41,0,AudioS200169.mpeg
,,Ins. Badal,"Ha ha, ekhaneo sob thikache. Tumi shono, amar 
chinta koro na","Yes yes, everything is fine here too. Listen, don’t 
worry about me.",0:21:40,0:21:37,0,AudioS200170.mpeg
,,Ins. Ganesh,Amar ghorer chabi porer haate...,The key to my house is in someone else’s hands…,0:21:34,0:21:31,0,AudioS200171.mpeg
,,"Ins. Asim, 
Ins. Ganesh, 
Ins. Asim,
Ins. Ganesh,
Ins. Asim","Ganesh  da.,
Haa?,
Jodi mind na koren, ekta question di?,
Haa...,
Apni nak daken?","Ganesh da…,
Yes?,
If you don’t mind, may I ask you a question?,
Yes…,
Do you snore?",0:21:30,0:21:24,0,AudioS200172.mpeg
,,Ins. Ganesh,Bou bole daki. Ami biswas kori na.,My wife says I do. I don’t believe it.,0:21:19,0:21:17,0,AudioS200173.mpeg
,,Ins. Asim,"Ami kintu nak daki. Tobe tension niben na, dujoner
dakadakite katakti hoye jabe.","I snore too. But don’t worry — our snores will 
cancel each other out.",0:21:16,0:21:11,0,AudioS200174.mpeg
,,Ins. Ganesh,"Bhalo bolechen, Achha... ebar apni jodi mind na 
koren tahole... ekta kotha boli?","Well said. Now if you don’t mind, may I say 
something?",0:21:09,0:20:59,0,AudioS200175.mpeg
,,"Ins. Asim,
Ins. Ganesh","Yes, hello, sir. Bolen.,
Bolchi sir manushta kemon?","Yes, hello sir. Go ahead.,
Tell me sir, what kind of person is he?",0:20:59,0:20:55,0,AudioS200176.mpeg
,,Ins. Asim,"Ideal lok. Ekdom tension neben na. Sudhu amare 
follow korben. Case er handle sir er haate. Sir er
handle amar haate.","An ideal man. Don’t worry. Just follow me. The 
case is in sir’s hands, and sir’s handle is in my 
hands.",0:20:55,0:20:47,1,AudioS200177.mpeg
,,"Ins. Ganesh,
Animesh, Ins. Bitan","Ar amar handle tor haate.,
Ki BItan, all good?,  Sir","And my handle is in your hands. , 
So Bitan, all good? ,  Sir.",0:20:42,0:20:31,1,AudioS200178.mpeg
,,Animesh,"Bosh bosh bosh, toke ekta onno daitto dichhi, 
dourjhap kom. ","Sit, sit. I’m giving you a different responsibility — 
less running around.",0:20:30,0:20:29,0,AudioS200179.mpeg
